Fid,age,gender,lunch,parental_level_of_education,degree_t,race_ethnicity,test_preparation_course,math_score,reading_score,writing_score,Internships,solving_tasks_by_time,taks_submitted_on_date,Label
10.42.0.151-10.42.0.1-8643-53-17,21,male,standard,high school,Comm&Mgmt,group B,none,70,65,60,1,1,1,0
10.42.0.211-54.192.38.18-60878-443-6,22,female,standard,bachelor's degree,Comm&Mgmt,group B,completed,65,81,81,1,0,1,1
175.100.207.231-10.42.0.151-80-33050-6,21,female,standard,associate's degree,Comm&Mgmt,group D,none,59,70,65,2,1,0,0
10.42.0.211-10.42.0.1-2162-53-17,21,female,free/reduced,high school,Comm&Mgmt,group E,none,64,62,68,1,0,0,1
10.42.0.211-23.23.207.243-59426-443-6,22,female,standard,high school,Others,group B,none,50,53,55,1,0,1,0
10.42.0.211-52.26.183.201-37035-443-6,21,female,standard,master's degree,Comm&Mgmt,group D,completed,69,79,81,2,1,1,0
192.229.173.173-10.42.0.211-443-50037-6,22,male,free/reduced,some high school,Sci&Tech,group C,completed,51,56,53,1,1,1,0
10.42.0.211-23.194.140.226-48032-80-6,21,female,standard,high school,Comm&Mgmt,group A,completed,68,80,76,1,0,1,0
182.22.120.252-10.42.0.151-443-43856-6,22,female,standard,master's degree,Comm&Mgmt,group D,completed,85,86,98,0,0,1,1
172.217.10.74-10.42.0.151-443-54044-6,22,female,standard,associate's degree,Comm&Mgmt,group A,completed,65,70,74,1,0,1,1
10.42.0.211-64.71.142.125-60580-443-6,21,female,standard,some high school,Comm&Mgmt,group B,none,73,79,79,0,0,1,0
183.136.237.235-10.42.0.211-80-42976-6,22,female,standard,master's degree,Comm&Mgmt,group B,none,62,67,67,1,0,1,1
182.22.120.234-10.42.0.151-443-58699-6,22,male,free/reduced,associate's degree,Others,group C,none,77,67,64,1,0,1,1
10.42.0.151-54.230.38.181-53568-80-6,22,male,standard,some high school,Comm&Mgmt,group D,none,69,66,61,1,0,1,1
10.42.0.211-113.108.216.233-42254-80-6,21,female,free/reduced,associate's degree,Comm&Mgmt,group D,none,43,60,58,0,1,1,0
172.217.12.202-10.42.0.211-443-33707-6,22,male,standard,associate's degree,Sci&Tech,group D,none,90,87,85,0,0,1,0
10.42.0.42-87.240.165.91-49023-80-6,22,male,free/reduced,master's degree,Sci&Tech,group C,none,74,77,73,1,1,1,1
10.42.0.211-104.193.88.109-35300-80-6,22,male,standard,some high school,Others,group C,none,73,66,63,0,0,1,0
172.217.11.14-10.42.0.211-443-33680-6,21,female,free/reduced,master's degree,Comm&Mgmt,group D,none,55,71,69,1,1,1,1
172.217.10.234-10.42.0.42-443-47299-6,22,female,standard,high school,Comm&Mgmt,group C,none,65,69,67,0,0,1,0
172.217.10.138-10.42.0.151-443-45248-6,22,male,standard,associate's degree,Comm&Mgmt,group D,none,80,63,63,0,0,1,1
10.42.0.42-108.174.10.10-46775-443-6,21,female,free/reduced,some high school,Sci&Tech,group C,completed,50,60,60,1,0,1,0
192.229.173.173-10.42.0.151-443-35041-6,22,female,free/reduced,master's degree,Others,group C,completed,63,73,71,1,1,1,0
8.43.72.27-10.42.0.211-443-47486-6,22,female,free/reduced,bachelor's degree,Comm&Mgmt,group B,none,77,85,87,2,0,1,0
10.42.0.211-112.80.248.187-33111-80-6,22,male,standard,master's degree,Sci&Tech,group C,none,73,74,61,1,1,1,0
183.79.248.252-10.42.0.211-443-55924-6,21,male,standard,associate's degree,Comm&Mgmt,group D,completed,81,72,77,1,0,1,1
10.42.0.211-23.206.125.17-54387-80-6,22,female,free/reduced,high school,Comm&Mgmt,group C,none,66,76,68,0,0,1,1
180.149.138.210-10.42.0.211-80-36047-6,22,male,free/reduced,associate's degree,Comm&Mgmt,group D,none,52,57,50,0,0,1,0
10.42.0.1-10.42.0.42-53-33054-17,21,female,standard,master's degree,Comm&Mgmt,group C,none,69,78,76,1,0,0,1
10.42.0.211-125.39.133.40-57493-80-6,22,female,standard,associate's degree,Comm&Mgmt,group C,completed,65,84,84,0,0,1,1
10.42.0.151-65.52.108.74-60281-443-6,21,female,standard,high school,Comm&Mgmt,group D,completed,69,77,78,0,0,1,1
10.42.0.1-10.42.0.42-53-10941-17,21,female,standard,master's degree,Comm&Mgmt,group B,completed,50,64,66,0,1,1,1
151.101.22.2-10.42.0.151-443-47429-6,21,female,standard,master's degree,Comm&Mgmt,group E,completed,73,78,76,1,0,1,0
172.217.10.106-10.42.0.211-443-58335-6,22,female,standard,some high school,Comm&Mgmt,group C,completed,70,82,76,0,0,1,1
10.42.0.151-104.208.28.54-54804-443-6,22,male,free/reduced,associate's degree,Sci&Tech,group D,none,81,75,78,1,0,1,0
220.243.235.201-10.42.0.211-80-54554-6,22,male,free/reduced,master's degree,Comm&Mgmt,group D,none,63,61,60,1,0,1,0
172.217.3.99-10.42.0.151-443-51552-6,21,female,standard,high school,Comm&Mgmt,group D,none,67,72,74,2,0,1,0
10.42.0.42-59.38.112.48-46199-443-6,21,male,standard,high school,Comm&Mgmt,group B,none,60,68,60,1,0,1,1
183.79.17.104-10.42.0.42-443-50382-6,22,male,standard,high school,Sci&Tech,group B,none,62,55,54,0,0,1,0
172.217.10.130-10.42.0.211-443-38204-6,21,female,free/reduced,some high school,Comm&Mgmt,group C,completed,29,40,44,0,0,0,0
10.42.0.151-103.235.46.212-50769-443-6,22,male,standard,master's degree,Sci&Tech,group B,completed,62,66,68,2,1,0,1
10.42.0.211-10.42.0.1-3264-53-17,21,female,standard,master's degree,Sci&Tech,group E,completed,94,99,100,2,0,1,0
172.217.6.206-10.42.0.211-443-47222-6,21,male,standard,master's degree,Comm&Mgmt,group E,completed,85,75,68,0,1,0,0
220.243.237.154-10.42.0.211-80-44910-6,21,male,free/reduced,associate's degree,Comm&Mgmt,group D,none,77,78,73,0,0,1,0
172.217.12.206-10.42.0.151-443-50331-6,22,male,free/reduced,high school,Sci&Tech,group A,none,53,58,44,0,1,0,0
172.217.12.206-10.42.0.211-443-39127-6,21,male,free/reduced,master's degree,Sci&Tech,group E,none,93,90,83,0,0,1,1
131.253.61.64-10.42.0.151-443-50175-6,22,female,standard,associate's degree,Sci&Tech,group C,none,49,53,53,0,0,1,0
10.42.0.211-10.42.0.1-39527-53-17,21,female,free/reduced,associate's degree,Comm&Mgmt,group E,none,73,76,78,1,0,0,0
172.217.11.10-10.42.0.211-443-54138-6,22,female,free/reduced,bachelor's degree,Comm&Mgmt,group C,completed,66,74,81,1,0,1,1
205.185.216.10-10.42.0.211-80-40604-6,21,female,standard,associate's degree,Comm&Mgmt,group D,none,77,77,73,2,0,0,0
10.42.0.211-66.198.24.243-45434-80-6,22,female,standard,some high school,Comm&Mgmt,group C,none,49,63,56,1,0,0,0
10.42.0.151-115.239.210.141-40863-443-6,22,female,free/reduced,master's degree,Comm&Mgmt,group D,none,79,89,86,1,0,0,0
202.77.129.150-10.42.0.211-80-35163-6,21,female,standard,associate's degree,Sci&Tech,group C,completed,75,82,90,0,0,1,0
172.217.12.170-10.42.0.151-443-49523-6,21,female,standard,bachelor's degree,Sci&Tech,group A,none,59,72,70,0,0,0,0
10.42.0.42-52.84.29.55-32882-443-6,21,female,standard,associate's degree,Comm&Mgmt,group D,completed,57,78,79,2,1,1,0
172.217.12.195-10.42.0.42-443-47288-6,21,male,free/reduced,high school,Comm&Mgmt,group C,none,66,66,59,1,0,0,1
10.42.0.151-119.146.74.33-41898-443-6,25,female,standard,bachelor's degree,Sci&Tech,group E,completed,79,81,82,0,0,0,0
182.22.31.124-10.42.0.211-443-57818-6,26,female,standard,some high school,Comm&Mgmt,group B,none,57,67,72,2,0,1,1
221.228.208.97-10.42.0.211-80-60434-6,24,male,standard,bachelor's degree,Comm&Mgmt,group A,completed,87,84,87,1,0,1,0
10.42.0.151-64.71.142.95-43879-443-6,25,female,standard,master's degree,Others,group D,none,63,64,67,2,0,1,1
175.100.207.232-10.42.0.42-80-40335-6,24,female,free/reduced,some high school,Comm&Mgmt,group B,completed,59,63,64,0,0,1,0
172.217.11.2-10.42.0.211-443-34919-6,25,male,free/reduced,bachelor's degree,Sci&Tech,group A,none,62,72,65,1,0,1,0
131.253.61.80-10.42.0.211-443-56829-6,23,male,standard,high school,Comm&Mgmt,group D,none,46,34,36,0,0,1,0
219.142.78.162-10.42.0.211-80-49251-6,24,male,standard,master's degree,Sci&Tech,group C,none,66,59,52,1,0,0,0
202.77.129.150-10.42.0.42-80-60115-6,25,male,standard,high school,Comm&Mgmt,group D,none,89,87,79,0,1,0,1
183.232.118.20-10.42.0.211-80-60097-6,25,female,free/reduced,associate's degree,Comm&Mgmt,group D,completed,42,61,58,1,0,1,0
203.205.191.25-10.42.0.151-80-54167-6,26,male,standard,master's degree,Others,group C,completed,93,84,90,1,0,1,0
192.229.163.180-10.42.0.151-443-39531-6,26,female,standard,some high school,Comm&Mgmt,group E,completed,80,85,85,1,1,1,0
180.149.138.210-10.42.0.211-80-40559-6,25,female,standard,master's degree,Comm&Mgmt,group D,none,98,100,99,0,0,1,1
10.42.0.151-10.42.0.1-55591-53-17,26,male,standard,master's degree,Comm&Mgmt,group D,none,81,81,84,0,0,1,0
10.42.0.211-10.42.0.1-6370-53-17,24,female,standard,some high school,Comm&Mgmt,group B,completed,60,70,74,0,0,1,0
172.217.12.205-10.42.0.151-443-44810-6,25,female,free/reduced,associate's degree,Comm&Mgmt,group B,completed,76,94,87,1,0,0,1
10.42.0.211-77.234.44.201-35650-80-6,23,male,standard,associate's degree,Comm&Mgmt,group C,completed,73,78,72,1,0,0,0
10.42.0.42-119.146.74.34-50461-80-6,23,female,standard,associate's degree,Sci&Tech,group C,completed,96,96,99,0,0,1,0
162.208.22.39-10.42.0.211-443-57667-6,24,female,standard,high school,Comm&Mgmt,group C,none,76,76,74,1,0,1,0
10.42.0.151-10.42.0.1-63271-53-17,25,male,free/reduced,associate's degree,Comm&Mgmt,group E,completed,91,73,80,0,0,1,0
10.42.0.211-114.134.80.163-36890-443-6,24,female,free/reduced,master's degree,Comm&Mgmt,group C,none,62,72,70,0,0,0,1
10.42.0.211-64.71.142.95-47104-443-6,24,male,free/reduced,some high school,Sci&Tech,group D,completed,55,59,59,2,1,0,0
10.42.0.211-23.206.162.129-41617-80-6,23,female,free/reduced,some high school,Comm&Mgmt,group B,completed,74,90,88,1,1,1,0
10.42.0.211-123.125.29.138-56162-80-6,26,male,standard,high school,Comm&Mgmt,group C,none,50,48,42,1,0,1,1
172.217.12.176-10.42.0.151-443-35358-6,23,male,standard,master's degree,Sci&Tech,group B,none,47,43,41,1,0,1,0
10.42.0.211-123.125.29.220-57843-80-6,26,male,standard,master's degree,Comm&Mgmt,group E,completed,81,74,71,1,0,1,0
180.163.251.231-10.42.0.211-80-34507-6,26,female,standard,associate's degree,Comm&Mgmt,group E,completed,65,75,77,2,1,1,0
172.217.11.35-10.42.0.151-443-39503-6,26,male,standard,some high school,Others,group E,completed,68,51,57,0,0,0,0
10.42.0.211-104.192.110.245-46181-443-6,26,female,free/reduced,high school,Comm&Mgmt,group D,none,73,92,84,0,0,0,0
10.42.0.211-123.125.115.164-40316-443-6,24,male,standard,master's degree,Sci&Tech,group C,none,53,39,37,0,0,0,0
172.217.10.74-10.42.0.42-443-49166-6,24,female,free/reduced,associate's degree,Comm&Mgmt,group B,completed,68,77,80,1,0,0,1
10.42.0.151-54.239.26.255-58404-443-6,23,male,free/reduced,some high school,Sci&Tech,group A,none,55,46,43,0,0,0,0
10.42.0.42-52.40.87.241-36871-443-6,26,female,standard,master's degree,Sci&Tech,group C,completed,87,89,94,1,1,1,1
10.42.0.211-23.205.20.233-41205-80-6,23,male,standard,some high school,Comm&Mgmt,group D,none,55,47,44,1,0,1,0
10.42.0.211-106.39.162.36-54466-80-6,24,female,free/reduced,master's degree,Comm&Mgmt,group E,none,53,58,57,0,0,1,1
10.42.0.151-31.13.80.5-52254-443-6,26,male,standard,master's degree,Sci&Tech,group C,none,67,57,59,0,0,1,0
10.42.0.211-106.11.135.2-54385-80-6,25,male,standard,associate's degree,Comm&Mgmt,group C,none,92,79,84,0,0,1,0
172.217.12.195-10.42.0.151-443-55355-6,23,female,free/reduced,master's degree,Sci&Tech,group B,completed,53,66,73,0,1,1,0
10.42.0.211-58.63.236.212-38725-443-6,24,male,standard,associate's degree,Comm&Mgmt,group D,none,81,71,73,1,1,1,0
10.42.0.211-10.42.0.1-4227-53-17,23,male,free/reduced,high school,Sci&Tech,group C,none,61,60,55,1,0,1,0
10.42.0.151-10.42.0.1-1958-53-17,23,male,standard,bachelor's degree,Comm&Mgmt,group D,none,80,73,72,0,1,1,0
10.42.0.211-54.239.17.112-37996-443-6,26,female,free/reduced,associate's degree,Comm&Mgmt,group A,none,37,57,56,3,0,1,1
180.149.134.221-10.42.0.211-80-41338-6,24,female,standard,high school,Sci&Tech,group C,none,81,84,82,1,0,0,0
10.42.0.211-91.190.219.45-44023-12350-6,26,female,standard,associate's degree,Comm&Mgmt,group C,completed,59,73,72,1,0,1,0
10.42.0.211-10.42.0.1-53499-53-17,23,male,free/reduced,master's degree,Comm&Mgmt,group B,none,55,55,47,1,0,1,0
10.42.0.211-10.42.0.1-53799-53-17,23,male,standard,associate's degree,Comm&Mgmt,group D,none,72,79,74,1,0,1,1
172.217.10.72-10.42.0.42-443-56621-6,26,male,standard,high school,Sci&Tech,group D,none,69,75,71,1,0,1,1
10.42.0.1-10.42.0.42-53-40785-17,26,male,standard,master's degree,Comm&Mgmt,group C,none,69,64,68,0,0,0,1
151.101.117.140-10.42.0.211-443-45529-6,24,female,free/reduced,bachelor's degree,Sci&Tech,group C,none,50,60,59,1,0,1,0
10.42.0.1-10.42.0.42-53-65087-17,23,male,standard,master's degree,Comm&Mgmt,group B,completed,87,84,86,0,0,1,0
10.42.0.211-54.235.202.23-35685-443-6,26,male,standard,some high school,Comm&Mgmt,group D,completed,71,69,68,1,0,0,0
10.42.0.211-125.39.133.40-51263-80-6,23,male,standard,master's degree,Comm&Mgmt,group E,none,68,72,65,1,1,0,0
202.77.129.150-10.42.0.211-80-49358-6,24,male,free/reduced,master's degree,Sci&Tech,group C,completed,79,77,75,0,0,0,1
10.42.0.211-123.125.29.220-46133-80-6,24,female,standard,some high school,Sci&Tech,group C,completed,77,90,85,1,0,0,0
10.42.0.42-111.221.77.175-46360-40028-17,25,male,free/reduced,associate's degree,Sci&Tech,group C,none,58,55,53,1,0,1,0
172.217.10.74-10.42.0.211-443-46090-6,25,female,standard,associate's degree,Comm&Mgmt,group E,none,84,95,92,0,0,0,1
172.217.10.106-10.42.0.151-443-34138-6,26,male,standard,master's degree,Comm&Mgmt,group D,none,55,58,52,0,1,1,0
10.42.0.42-74.125.202.188-33637-5228-6,24,male,free/reduced,bachelor's degree,Sci&Tech,group E,completed,70,68,72,0,1,1,0
10.42.0.211-98.139.180.180-53669-443-6,26,female,free/reduced,master's degree,Sci&Tech,group D,completed,52,59,65,1,0,1,0
172.217.10.35-10.42.0.211-443-36075-6,25,male,standard,master's degree,Comm&Mgmt,group B,completed,69,77,77,1,0,1,1
172.217.3.106-10.42.0.151-443-40714-6,22,female,free/reduced,high school,Sci&Tech,group C,none,53,72,64,0,0,1,0
10.42.0.151-72.21.207.148-60103-443-6,21,female,standard,some high school,Others,group D,none,48,58,54,0,0,1,0
10.42.0.151-66.231.239.124-47217-443-6,22,male,standard,some high school,Comm&Mgmt,group D,completed,78,81,86,1,0,1,1
10.42.0.211-10.42.0.1-36742-53-17,22,female,standard,high school,Comm&Mgmt,group B,none,62,62,63,1,0,0,0
180.76.174.197-10.42.0.211-80-52228-6,22,male,standard,master's degree,Others,group D,none,60,63,59,1,1,1,0
10.42.0.42-125.211.204.209-45251-80-6,22,female,standard,high school,Comm&Mgmt,group B,none,74,72,72,1,0,0,0
10.42.0.211-104.192.108.27-41985-80-6,21,female,standard,high school,Sci&Tech,group C,completed,58,75,77,1,1,0,0
10.42.0.211-10.42.0.1-51784-53-17,22,male,standard,high school,Comm&Mgmt,group B,completed,76,62,60,1,0,0,1
10.42.0.151-10.42.0.1-47037-53-17,21,female,standard,some high school,Comm&Mgmt,group D,none,68,71,75,1,0,1,0
172.217.11.10-10.42.0.211-443-33085-6,21,male,free/reduced,master's degree,Comm&Mgmt,group A,none,58,60,57,0,0,1,0
10.42.0.211-10.42.0.1-21459-53-17,22,male,standard,high school,Comm&Mgmt,group B,none,52,48,49,0,1,1,1
10.42.0.151-10.42.0.1-3445-53-17,22,male,standard,bachelor's degree,Comm&Mgmt,group D,none,75,73,74,2,1,1,0
10.42.0.42-123.125.29.220-48864-80-6,22,female,free/reduced,some high school,Others,group B,completed,52,67,72,1,0,1,0
10.42.0.211-64.71.142.96-38238-443-6,22,female,free/reduced,bachelor's degree,Comm&Mgmt,group C,none,62,78,79,1,0,1,0
180.149.136.194-10.42.0.211-80-50585-6,21,male,standard,master's degree,Comm&Mgmt,group B,none,66,65,60,0,0,0,0
10.42.0.211-103.7.30.118-35226-80-6,21,female,free/reduced,some high school,Sci&Tech,group B,none,49,58,55,0,0,0,0
182.22.24.252-10.42.0.151-443-38568-6,21,female,standard,high school,Sci&Tech,group B,none,66,72,70,1,0,0,0
10.42.0.151-65.55.118.92-52767-80-6,22,female,free/reduced,master's degree,Others,group C,none,35,44,43,1,0,1,1
172.217.10.110-10.42.0.151-443-53942-6,22,female,standard,master's degree,Comm&Mgmt,group A,completed,72,79,82,0,0,0,0
10.42.0.151-23.208.31.187-37957-80-6,21,male,standard,associate's degree,Comm&Mgmt,group E,completed,94,85,82,1,0,1,1
10.42.0.151-123.125.115.190-35101-80-6,21,female,free/reduced,associate's degree,Comm&Mgmt,group D,none,46,56,57,1,0,1,0
10.42.0.211-66.102.255.61-35485-443-6,22,female,standard,master's degree,Sci&Tech,group B,none,77,90,84,0,1,1,1
10.42.0.42-108.174.11.1-38710-80-6,21,female,free/reduced,high school,Comm&Mgmt,group B,completed,76,85,82,2,0,1,0
10.42.0.211-10.42.0.1-10388-53-17,22,female,standard,associate's degree,Comm&Mgmt,group C,completed,52,59,62,0,1,1,0
10.42.0.211-115.239.210.141-50523-443-6,21,male,standard,bachelor's degree,Comm&Mgmt,group C,completed,91,81,79,1,0,1,0
172.217.10.131-10.42.0.42-443-35126-6,22,female,standard,some high school,Comm&Mgmt,group B,completed,32,51,44,0,1,0,0
10.42.0.211-104.192.110.245-53237-443-6,21,female,free/reduced,some high school,Comm&Mgmt,group E,none,72,79,77,0,0,1,1
10.42.0.211-77.234.44.199-57177-80-6,21,female,standard,master's degree,Comm&Mgmt,group B,none,19,38,32,1,1,0,1
202.77.129.161-10.42.0.211-80-56044-6,22,male,free/reduced,associate's degree,Comm&Mgmt,group C,none,68,65,61,1,0,0,0
10.42.0.211-119.146.74.31-58754-443-6,22,female,free/reduced,master's degree,Comm&Mgmt,group C,none,52,65,61,1,1,1,1
10.42.0.211-36.110.213.174-57684-443-6,22,female,standard,high school,Sci&Tech,group B,none,48,62,60,0,1,1,1
10.42.0.151-10.42.0.1-6781-53-17,22,female,free/reduced,master's degree,Comm&Mgmt,group D,none,60,66,70,0,0,1,1
10.42.0.211-23.206.173.182-34057-80-6,22,male,free/reduced,high school,Comm&Mgmt,group D,none,66,74,69,1,0,1,1
172.217.6.238-10.42.0.151-443-46281-6,22,male,standard,some high school,Comm&Mgmt,group E,completed,89,84,77,1,0,1,0
151.101.1.134-10.42.0.151-443-35333-6,22,female,standard,high school,Comm&Mgmt,group B,none,42,52,51,2,0,1,1
10.42.0.1-10.42.0.42-53-11034-17,22,female,free/reduced,associate's degree,Comm&Mgmt,group E,completed,57,68,73,0,0,1,0
10.42.0.211-119.146.74.33-46477-443-6,22,male,standard,high school,Others,group D,none,70,70,70,1,1,0,0
182.22.24.124-10.42.0.151-443-43944-6,22,female,free/reduced,associate's degree,Comm&Mgmt,group E,none,70,84,81,0,1,1,0
172.217.12.206-10.42.0.211-80-52303-6,22,male,standard,master's degree,Sci&Tech,group E,none,69,60,54,0,0,0,1
10.42.0.211-77.234.44.79-49130-443-6,21,female,standard,associate's degree,Comm&Mgmt,group C,none,52,55,57,0,0,0,0
172.217.10.3-10.42.0.211-443-39660-6,22,male,standard,some high school,Comm&Mgmt,group C,completed,67,73,68,0,0,1,0
10.42.0.42-69.147.82.61-58917-443-6,21,male,standard,some high school,Comm&Mgmt,group C,completed,76,80,73,1,0,1,1
140.205.134.25-10.42.0.151-443-38414-6,22,female,standard,associate's degree,Comm&Mgmt,group E,none,87,94,95,1,0,1,0
10.42.0.151-10.42.0.1-10258-53-17,21,female,standard,master's degree,Comm&Mgmt,group B,none,82,85,87,0,0,0,0
8.0.6.4-8.6.0.1-0-0-0,22,female,standard,master's degree,Others,group C,none,73,76,78,1,0,1,0
10.42.0.151-123.125.46.11-46458-80-6,21,male,free/reduced,master's degree,Comm&Mgmt,group A,none,75,81,74,0,1,1,0
140.205.134.25-10.42.0.211-443-52740-6,22,female,free/reduced,master's degree,Comm&Mgmt,group D,none,64,74,75,0,0,1,1
220.243.219.55-10.42.0.211-80-56697-6,22,female,free/reduced,high school,Others,group E,none,41,45,40,1,0,1,0
172.217.9.238-10.42.0.42-443-60602-6,22,male,standard,high school,Comm&Mgmt,group C,none,90,75,69,1,0,0,0
180.149.135.239-10.42.0.211-80-35690-6,21,male,standard,bachelor's degree,Sci&Tech,group B,none,59,54,51,0,0,1,1
10.42.0.151-66.231.239.125-52625-443-6,22,male,standard,some high school,Comm&Mgmt,group A,none,51,31,36,1,0,0,0
172.217.11.46-10.42.0.211-443-34740-6,21,male,free/reduced,high school,Comm&Mgmt,group A,none,45,47,49,1,0,0,0
10.42.0.42-64.71.142.120-52444-80-6,21,female,standard,master's degree,Comm&Mgmt,group C,completed,54,64,67,1,1,0,0
198.11.136.24-10.42.0.211-443-38890-6,22,male,standard,some high school,Comm&Mgmt,group E,completed,87,84,76,1,0,1,0
157.240.2.35-10.42.0.211-443-55045-6,22,female,standard,high school,Comm&Mgmt,group C,none,72,80,83,0,0,1,0
198.105.244.11-10.42.0.42-80-59817-6,21,male,standard,some high school,Comm&Mgmt,group B,completed,94,86,87,0,0,1,0
10.42.0.151-10.42.0.1-38637-53-17,22,female,standard,bachelor's degree,Comm&Mgmt,group A,none,45,59,64,1,0,0,1
172.217.6.237-10.42.0.151-443-53196-6,21,male,free/reduced,bachelor's degree,Comm&Mgmt,group D,completed,61,70,76,0,1,1,0
10.42.0.211-103.235.46.212-46483-443-6,21,female,free/reduced,high school,Comm&Mgmt,group B,none,60,72,68,0,0,1,1
10.42.0.151-10.42.0.1-9628-53-17,22,female,standard,some high school,Sci&Tech,group C,none,77,91,88,0,0,1,0
157.240.2.35-10.42.0.151-443-34556-6,22,female,standard,some high school,Comm&Mgmt,group A,completed,85,90,92,1,1,1,1
172.217.10.238-10.42.0.151-80-35227-6,21,female,free/reduced,bachelor's degree,Comm&Mgmt,group D,none,78,90,93,1,1,1,0
174.35.73.78-10.42.0.42-80-33386-6,21,male,free/reduced,master's degree,Comm&Mgmt,group E,completed,49,52,51,2,0,0,0
10.42.0.211-72.21.206.53-50702-443-6,22,female,free/reduced,high school,Sci&Tech,group B,none,71,87,82,0,0,0,0
172.217.6.234-10.42.0.211-443-50174-6,21,female,free/reduced,some high school,Comm&Mgmt,group C,none,48,58,52,0,0,0,0
10.42.0.42-14.29.93.254-59408-80-6,21,male,standard,high school,Sci&Tech,group C,none,62,67,58,0,1,0,1
202.77.129.146-10.42.0.151-80-36578-6,21,female,free/reduced,associate's degree,Sci&Tech,group C,completed,56,68,70,0,1,1,0
10.42.0.151-10.42.0.1-35383-53-17,21,female,standard,some high school,Comm&Mgmt,group C,none,65,69,76,0,0,0,0
10.42.0.211-52.84.29.154-57116-443-6,21,female,free/reduced,some high school,Comm&Mgmt,group D,completed,69,86,81,2,0,1,0
10.42.0.151-10.42.0.1-13864-53-17,21,male,standard,some high school,Sci&Tech,group B,none,68,54,53,0,0,1,1
10.42.0.151-98.139.199.205-50099-443-6,21,female,free/reduced,master's degree,Sci&Tech,group A,none,61,60,57,0,0,0,0
10.42.0.211-10.42.0.1-40839-53-17,21,female,free/reduced,bachelor's degree,Sci&Tech,group C,completed,74,86,89,1,0,1,0
172.217.12.194-10.42.0.211-443-44450-6,22,male,standard,bachelor's degree,Comm&Mgmt,group A,none,64,60,58,3,0,0,1
173.194.175.138-10.42.0.151-443-59887-6,21,female,standard,high school,Comm&Mgmt,group B,completed,77,82,89,0,1,0,0
217.69.133.145-10.42.0.151-443-54650-6,21,male,standard,master's degree,Comm&Mgmt,group B,none,58,50,45,0,1,1,0
183.232.118.20-10.42.0.211-80-51569-6,21,female,standard,high school,Comm&Mgmt,group C,completed,60,64,74,1,1,1,0
172.217.6.195-10.42.0.211-443-56717-6,22,male,standard,high school,Comm&Mgmt,group E,none,73,64,57,0,1,1,0
174.35.73.148-10.42.0.42-80-47178-6,21,female,standard,high school,Sci&Tech,group A,completed,75,82,79,0,0,0,0
10.42.0.211-119.146.74.34-47825-80-6,22,male,free/reduced,associate's degree,Sci&Tech,group B,completed,58,57,53,0,0,1,0
172.217.10.40-10.42.0.211-443-51176-6,22,female,standard,associate's degree,Comm&Mgmt,group C,none,66,77,73,1,0,1,1
10.42.0.211-77.234.44.200-49222-80-6,21,female,free/reduced,high school,Comm&Mgmt,group D,none,39,52,46,0,0,1,0
10.42.0.211-104.192.110.245-53242-443-6,22,male,standard,some high school,Sci&Tech,group C,none,64,58,51,1,0,1,0
172.217.10.106-10.42.0.42-443-53205-6,22,female,free/reduced,high school,Comm&Mgmt,group B,completed,23,44,36,1,1,1,0
10.42.0.151-111.221.77.173-43477-40010-17,22,male,free/reduced,master's degree,Comm&Mgmt,group B,completed,74,77,76,0,1,0,1
172.217.10.46-10.42.0.151-443-55531-6,22,female,free/reduced,some high school,Others,group D,completed,40,65,64,1,1,1,1
203.130.53.126-10.42.0.211-80-52261-6,21,male,standard,master's degree,Comm&Mgmt,group E,none,90,85,84,0,0,0,1
10.42.0.211-36.110.213.174-55987-443-6,22,male,standard,master's degree,Sci&Tech,group C,completed,91,85,85,1,0,0,0
10.42.0.211-64.71.142.95-53808-443-6,21,male,standard,high school,Comm&Mgmt,group D,none,64,54,50,0,0,1,0
172.217.12.130-10.42.0.211-443-44096-6,22,female,standard,high school,Sci&Tech,group C,none,59,72,68,0,0,0,0
203.205.179.172-10.42.0.211-80-40197-6,22,male,standard,associate's degree,Comm&Mgmt,group D,none,80,75,69,2,0,0,0
10.42.0.211-10.42.0.1-29935-53-17,22,male,standard,master's degree,Comm&Mgmt,group C,none,71,67,67,1,1,1,1
10.42.0.211-120.76.223.181-58745-83-6,22,female,standard,high school,Others,group A,none,61,68,63,0,0,1,0
151.101.45.140-10.42.0.211-443-48544-6,21,female,standard,master's degree,Comm&Mgmt,group E,none,87,85,93,0,0,0,0
183.57.48.84-10.42.0.151-80-42112-6,22,male,standard,some high school,Comm&Mgmt,group E,none,82,67,61,0,0,1,1
10.42.0.211-67.129.144.48-52728-80-6,22,male,standard,some high school,Comm&Mgmt,group C,none,62,64,55,1,0,1,0
10.42.0.211-10.42.0.1-43721-53-17,21,female,standard,bachelor's degree,Comm&Mgmt,group B,none,97,97,96,1,0,1,0
174.35.73.97-10.42.0.211-80-54412-6,21,male,free/reduced,master's degree,Comm&Mgmt,group B,none,75,68,65,2,0,1,0
10.42.0.211-10.42.0.1-61233-53-17,22,female,standard,bachelor's degree,Comm&Mgmt,group C,none,65,79,81,2,0,1,1
10.42.0.211-36.110.213.49-51340-80-6,21,male,standard,high school,Sci&Tech,group B,completed,52,49,46,1,0,1,0
10.42.0.211-31.13.73.3-47990-443-6,22,male,free/reduced,associate's degree,Comm&Mgmt,group C,none,87,73,72,0,0,0,0
